group_id	function_id	size	mean_ns	GiB/s
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-3way	65536	984.366	62.00
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-3way	1048576	16095.489	60.67
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-3way	1048576	16095.489	60.67
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	16	4.732	3.15
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	16	4.732	3.15
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	31	10.871	2.66
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	31	10.871	2.66
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	32	4.751	6.27
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	32	4.751	6.27
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	63	12.543	4.68
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	63	12.543	4.68
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	64	6.036	9.87
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	64	6.036	9.87
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	127	13.896	8.51
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/aarch64/pmull-small	127	13.896	8.51
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	0	1.584	
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	0	1.584	
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	1	1.712	0.54
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	1	1.712	0.54
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	7	4.962	1.31
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	7	4.962	1.31
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	8	4.066	1.83
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	8	4.066	1.83
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	15	7.968	1.75
crc64/xz(force=pmull,eff=pmull,streams=6)	oneshot/portable/slice8	15	7.968	1.75
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	128	6.875	17.34
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	128	6.875	17.34
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	255	68.368	3.47
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	255	68.368	3.47
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	256	8.564	27.84
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	256	8.564	27.84
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	512	12.265	38.88
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	512	12.265	38.88
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	1024	21.044	45.32
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	1024	21.044	45.32
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	1792	31.425	53.11
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	1792	31.425	53.11
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	2048	35.168	54.23
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	2048	35.168	54.23
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	4096	66.326	57.51
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull	4096	66.326	57.51
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-2way	16384	254.228	60.02
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-2way	16384	254.228	60.02
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-3way	65536	983.556	62.06
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-3way	65536	983.556	62.06
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-3way	1048576	15667.430	62.33
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-3way	1048576	15667.430	62.33
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	16	4.742	3.14
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	16	4.742	3.14
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	31	10.902	2.65
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	31	10.902	2.65
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	32	4.746	6.28
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	32	4.746	6.28
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	63	12.209	4.81
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	63	12.209	4.81
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	64	5.995	9.94
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	64	5.995	9.94
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	127	13.953	8.48
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/aarch64/pmull-small	127	13.953	8.48
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	0	1.577	
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	0	1.577	
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	1	1.704	0.55
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	1	1.704	0.55
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	7	4.795	1.36
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	7	4.795	1.36
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	8	3.415	2.18
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	8	3.415	2.18
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	15	8.027	1.74
crc64/xz(force=pmull,eff=pmull,streams=7)	oneshot/portable/slice8	15	8.027	1.74
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	128	6.794	17.55
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	128	6.794	17.55
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	255	68.222	3.48
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	255	68.222	3.48
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	256	8.545	27.90
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	256	8.545	27.90
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	512	12.325	38.69
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	512	12.325	38.69
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	1024	20.435	46.67
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	1024	20.435	46.67
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	1792	31.328	53.27
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	1792	31.328	53.27
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	2048	35.252	54.11
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	2048	35.252	54.11
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	4096	68.194	55.94
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull	4096	68.194	55.94
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-2way	16384	254.458	59.97
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-2way	16384	254.458	59.97
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-3way	65536	986.263	61.89
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-3way	65536	986.263	61.89
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-3way	1048576	15596.685	62.61
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-3way	1048576	15596.685	62.61
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	16	4.744	3.14
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	16	4.744	3.14
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	31	10.875	2.65
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	31	10.875	2.65
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	32	4.766	6.25
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	32	4.766	6.25
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	63	12.105	4.85
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	63	12.105	4.85
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	64	6.013	9.91
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	64	6.013	9.91
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	127	14.186	8.34
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/aarch64/pmull-small	127	14.186	8.34
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	0	1.584	
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	0	1.584	
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	1	1.725	0.54
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	1	1.725	0.54
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	7	4.810	1.36
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	7	4.810	1.36
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	8	3.575	2.08
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	8	3.575	2.08
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	15	8.162	1.71
crc64/xz(force=pmull,eff=pmull,streams=8)	oneshot/portable/slice8	15	8.162	1.71
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	128	7.287	16.36
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	128	7.287	16.36
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	255	68.287	3.48
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	255	68.287	3.48
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	256	8.866	26.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	256	8.866	26.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	512	12.735	37.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	512	12.735	37.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1024	21.102	45.19
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1024	21.102	45.19
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1792	32.578	51.23
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1792	32.578	51.23
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	2048	38.528	49.51
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	2048	38.528	49.51
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	4096	89.722	42.52
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	4096	89.722	42.52
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	16384	266.737	57.21
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	16384	266.737	57.21
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	65536	1069.083	57.09
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	65536	1069.083	57.09
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1048576	17393.519	56.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-eor3	1048576	17393.519	56.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	16	4.734	3.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	16	4.734	3.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	31	11.031	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	31	11.031	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	32	4.908	6.07
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	32	4.908	6.07
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	63	12.207	4.81
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	63	12.207	4.81
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	64	6.011	9.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	64	6.011	9.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	127	13.926	8.49
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/aarch64/pmull-small	127	13.926	8.49
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	0	1.600	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	0	1.600	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	1	1.704	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	1	1.704	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	7	4.718	1.38
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	7	4.718	1.38
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	8	3.961	1.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	8	3.961	1.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	15	8.106	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=1)	oneshot/portable/slice8	15	8.106	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	128	7.298	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	128	7.298	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	255	69.065	3.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	255	69.065	3.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	256	8.871	26.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	256	8.871	26.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	512	13.002	36.67
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	512	13.002	36.67
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	1024	20.464	46.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	1024	20.464	46.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	1792	31.785	52.51
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	1792	31.785	52.51
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	2048	38.785	49.18
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	2048	38.785	49.18
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	4096	71.272	53.52
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3	4096	71.272	53.52
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	16384	254.421	59.97
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	16384	254.421	59.97
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	65536	1002.479	60.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	65536	1002.479	60.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	1048576	15956.526	61.20
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-eor3-2way	1048576	15956.526	61.20
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	16	4.747	3.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	16	4.747	3.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	31	11.074	2.61
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	31	11.074	2.61
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	32	4.767	6.25
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	32	4.767	6.25
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	63	12.108	4.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	63	12.108	4.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	64	6.015	9.91
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	64	6.015	9.91
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	127	14.038	8.43
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/aarch64/pmull-small	127	14.038	8.43
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	0	1.586	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	0	1.586	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	1	1.705	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	1	1.705	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	7	4.880	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	7	4.880	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	8	4.297	1.73
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	8	4.297	1.73
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	15	7.834	1.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=2)	oneshot/portable/slice8	15	7.834	1.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	128	7.288	16.36
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	128	7.288	16.36
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	255	68.596	3.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	255	68.596	3.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	256	9.079	26.26
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	256	9.079	26.26
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	512	12.858	37.08
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	512	12.858	37.08
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	1024	21.503	44.35
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	1024	21.503	44.35
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	1792	33.611	49.65
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	1792	33.611	49.65
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	2048	36.644	52.05
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	2048	36.644	52.05
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	4096	70.027	54.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3	4096	70.027	54.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-2way	16384	255.007	59.84
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-2way	16384	255.007	59.84
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-3way	65536	981.672	62.17
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-3way	65536	981.672	62.17
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-3way	1048576	16643.012	58.68
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-eor3-3way	1048576	16643.012	58.68
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	16	4.815	3.09
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	16	4.815	3.09
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	31	11.009	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	31	11.009	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	32	4.934	6.04
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	32	4.934	6.04
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	63	12.320	4.76
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	63	12.320	4.76
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	64	6.101	9.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	64	6.101	9.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	127	13.920	8.50
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/aarch64/pmull-small	127	13.920	8.50
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	0	1.581	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	0	1.581	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	1	1.728	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	1	1.728	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	7	5.017	1.30
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	7	5.017	1.30
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	8	4.705	1.58
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	8	4.705	1.58
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	15	8.121	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=3)	oneshot/portable/slice8	15	8.121	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	128	7.398	16.11
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	128	7.398	16.11
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	255	72.142	3.29
