group_id	function_id	size	mean_ns	GiB/s
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	255	72.142	3.29
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	256	8.931	26.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	256	8.931	26.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	512	12.689	37.58
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	512	12.689	37.58
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	1024	21.727	43.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	1024	21.727	43.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	1792	33.687	49.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	1792	33.687	49.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	2048	38.831	49.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	2048	38.831	49.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	4096	70.457	54.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3	4096	70.457	54.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-2way	16384	254.379	59.98
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-2way	16384	254.379	59.98
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-3way	65536	1005.478	60.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-3way	65536	1005.478	60.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-3way	1048576	15603.314	62.59
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-eor3-3way	1048576	15603.314	62.59
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	16	4.753	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	16	4.753	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	31	11.018	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	31	11.018	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	32	4.870	6.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	32	4.870	6.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	63	12.428	4.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	63	12.428	4.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	64	6.022	9.90
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	64	6.022	9.90
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	127	13.965	8.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/aarch64/pmull-small	127	13.965	8.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	0	1.609	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	0	1.609	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	1	1.722	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	1	1.722	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	7	4.987	1.31
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	7	4.987	1.31
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	8	3.514	2.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	8	3.514	2.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	15	8.115	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=4)	oneshot/portable/slice8	15	8.115	1.72
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	128	7.304	16.32
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	128	7.304	16.32
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	255	68.863	3.45
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	255	68.863	3.45
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	256	8.929	26.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	256	8.929	26.70
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	512	12.936	36.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	512	12.936	36.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	1024	21.247	44.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	1024	21.247	44.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	1792	34.480	48.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	1792	34.480	48.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	2048	38.558	49.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	2048	38.558	49.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	4096	70.446	54.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3	4096	70.446	54.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-2way	16384	255.217	59.79
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-2way	16384	255.217	59.79
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-3way	65536	1004.320	60.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-3way	65536	1004.320	60.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-3way	1048576	15742.712	62.03
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-eor3-3way	1048576	15742.712	62.03
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	16	4.743	3.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	16	4.743	3.14
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	31	10.940	2.64
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	31	10.940	2.64
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	32	5.078	5.87
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	32	5.078	5.87
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	63	12.221	4.80
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	63	12.221	4.80
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	64	6.027	9.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	64	6.027	9.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	127	14.186	8.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/aarch64/pmull-small	127	14.186	8.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	0	1.586	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	0	1.586	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	1	1.710	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	1	1.710	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	7	4.875	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	7	4.875	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	8	3.951	1.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	8	3.951	1.89
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	15	7.980	1.75
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=5)	oneshot/portable/slice8	15	7.980	1.75
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	128	7.300	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	128	7.300	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	255	68.436	3.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	255	68.436	3.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	256	8.886	26.83
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	256	8.886	26.83
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	512	12.789	37.28
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	512	12.789	37.28
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	1024	20.326	46.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	1024	20.326	46.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	1792	32.940	50.67
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	1792	32.940	50.67
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	2048	38.052	50.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	2048	38.052	50.12
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	4096	70.929	53.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3	4096	70.929	53.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-2way	16384	255.259	59.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-2way	16384	255.259	59.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-3way	65536	990.813	61.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-3way	65536	990.813	61.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-3way	1048576	15683.665	62.27
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-eor3-3way	1048576	15683.665	62.27
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	16	4.730	3.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	16	4.730	3.15
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	31	11.165	2.59
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	31	11.165	2.59
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	32	4.755	6.27
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	32	4.755	6.27
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	63	12.287	4.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	63	12.287	4.78
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	64	6.033	9.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	64	6.033	9.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	127	14.165	8.35
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/aarch64/pmull-small	127	14.165	8.35
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	0	1.663	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	0	1.663	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	1	1.709	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	1	1.709	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	7	5.011	1.30
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	7	5.011	1.30
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	8	5.708	1.31
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	8	5.708	1.31
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	15	8.087	1.73
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=6)	oneshot/portable/slice8	15	8.087	1.73
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	128	7.342	16.24
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	128	7.342	16.24
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	255	68.602	3.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	255	68.602	3.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	256	9.078	26.26
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	256	9.078	26.26
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	512	13.456	35.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	512	13.456	35.44
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	1024	20.648	46.19
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	1024	20.648	46.19
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	1792	32.880	50.76
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	1792	32.880	50.76
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	2048	36.040	52.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	2048	36.040	52.92
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	4096	69.329	55.02
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3	4096	69.329	55.02
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-2way	16384	253.565	60.18
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-2way	16384	253.565	60.18
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-3way	65536	986.696	61.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-3way	65536	986.696	61.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-3way	1048576	15633.423	62.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-eor3-3way	1048576	15633.423	62.47
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	16	4.762	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	16	4.762	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	31	11.040	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	31	11.040	2.62
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	32	4.929	6.05
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	32	4.929	6.05
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	63	12.298	4.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	63	12.298	4.77
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	64	6.053	9.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	64	6.053	9.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	127	13.984	8.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/aarch64/pmull-small	127	13.984	8.46
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	0	1.605	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	0	1.605	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	1	1.708	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	1	1.708	0.55
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	7	4.856	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	7	4.856	1.34
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	8	3.609	2.06
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	8	3.609	2.06
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	15	7.977	1.75
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=7)	oneshot/portable/slice8	15	7.977	1.75
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	128	7.301	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	128	7.301	16.33
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	255	70.174	3.38
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	255	70.174	3.38
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	256	8.879	26.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	256	8.879	26.85
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	512	12.750	37.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	512	12.750	37.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	1024	20.314	46.95
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	1024	20.314	46.95
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	1792	33.783	49.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	1792	33.783	49.40
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	2048	35.535	53.68
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	2048	35.535	53.68
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	4096	68.542	55.65
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3	4096	68.542	55.65
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-2way	16384	255.780	59.66
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-2way	16384	255.780	59.66
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-3way	65536	993.513	61.43
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-3way	65536	993.513	61.43
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-3way	1048576	15647.037	62.41
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-eor3-3way	1048576	15647.037	62.41
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	16	4.762	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	16	4.762	3.13
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	31	11.091	2.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	31	11.091	2.60
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	32	4.783	6.23
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	32	4.783	6.23
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	63	12.167	4.82
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	63	12.167	4.82
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	64	6.044	9.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	64	6.044	9.86
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	127	13.991	8.45
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/aarch64/pmull-small	127	13.991	8.45
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	0	1.591	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	0	1.591	
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	1	1.715	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	1	1.715	0.54
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	7	4.701	1.39
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	7	4.701	1.39
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	8	3.961	1.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	8	3.961	1.88
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	15	8.077	1.73
crc64/xz(force=pmull-eor3,eff=pmull-eor3,streams=8)	oneshot/portable/slice8	15	8.077	1.73
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	0	1.574	
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	0	1.574	
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	1	1.571	0.59
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	1	1.571	0.59
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	7	4.319	1.51
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	7	4.319	1.51
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	8	2.575	2.89
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	8	2.575	2.89
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	15	6.792	2.06
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	15	6.792	2.06
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	16	4.762	3.13
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	16	4.762	3.13
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	31	13.149	2.20
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	31	13.149	2.20
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	32	10.640	2.80
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	32	10.640	2.80
crc64/xz(force=portable,eff=portable,streams=1)	oneshot/portable/slice8	63	28.682	2.05
